2025-02-16 15:21:06:475	Fenix:updatePresets	debug	/sdcard/Download/TeleOpV5/PresetPositions.csv (No such file or directory)
2025-02-16 15:21:37:320	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,0.0,3.0,3.0
2025-02-16 15:21:37:331	Fenix:arm	debug	11.99314130559168,13.00000238416429,1.0,298.0,0.03343810606567244,1.0,896.0
2025-02-16 15:21:37:333	Fenix:endEffector	debug	-90.0,-3.0,0.3788888888888889
2025-02-16 15:21:37:335	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:37:337	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:37:367	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,3.0,3.0,3.0
2025-02-16 15:21:37:379	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,328.0,0.03343810606567244,1.0,903.0
2025-02-16 15:21:37:382	Fenix:endEffector	debug	-90.0,-3.0,0.3788888888888889
2025-02-16 15:21:37:383	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:37:386	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:37:414	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,0.0,3.0,0.0
2025-02-16 15:21:37:426	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,317.0,0.03343810606567244,1.0,903.0
2025-02-16 15:21:37:429	Fenix:endEffector	debug	-90.0,-3.0,0.3788888888888889
2025-02-16 15:21:37:431	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:37:433	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:37:463	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,7.0,0.0
2025-02-16 15:21:37:475	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,313.0,0.03343810606567244,1.0,900.0
2025-02-16 15:21:37:478	Fenix:endEffector	debug	-90.0,-3.0,0.3788888888888889
2025-02-16 15:21:37:480	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:37:482	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:37:522	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,3.0,3.0,0.0
2025-02-16 15:21:37:533	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,324.0,0.03343810606567244,1.0,911.0
2025-02-16 15:21:37:536	Fenix:endEffector	debug	-90.0,-3.0,0.3788888888888889
2025-02-16 15:21:37:537	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:37:539	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:37:569	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,7.0,0.0
2025-02-16 15:21:37:583	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,317.0,0.03343810606567244,1.0,907.0
2025-02-16 15:21:37:585	Fenix:endEffector	debug	-90.0,-3.0,0.3788888888888889
2025-02-16 15:21:37:587	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:37:589	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:37:623	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,7.0,0.0
2025-02-16 15:21:37:639	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,338.0,0.03343810606567244,1.0,911.0
2025-02-16 15:21:37:641	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:37:643	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:37:644	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:37:676	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,3.0,3.0,0.0
2025-02-16 15:21:37:688	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,258.0,0.03343810606567244,1.0,907.0
2025-02-16 15:21:37:691	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:37:694	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:37:696	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:37:734	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,3.0,7.0,3.0
2025-02-16 15:21:37:745	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,262.0,0.03343810606567244,1.0,911.0
2025-02-16 15:21:37:747	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:37:749	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:37:750	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:37:783	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,3.0,3.0,3.0
2025-02-16 15:21:37:795	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,240.0,0.03343810606567244,1.0,911.0
2025-02-16 15:21:37:800	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:37:801	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:37:803	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:37:828	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,3.0,0.0
2025-02-16 15:21:37:840	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,225.0,0.03343810606567244,1.0,907.0
2025-02-16 15:21:37:842	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:37:843	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:37:845	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:37:872	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,0.0,3.0,3.0
2025-02-16 15:21:37:885	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,236.0,0.03343810606567244,1.0,911.0
2025-02-16 15:21:37:886	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:37:888	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:37:890	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:37:917	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,3.0,0.0
2025-02-16 15:21:37:929	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,229.0,0.03343810606567244,1.0,911.0
2025-02-16 15:21:37:932	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:37:934	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:37:935	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:37:966	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,3.0,0.0
2025-02-16 15:21:37:978	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,222.0,0.03343810606567244,1.0,984.0
2025-02-16 15:21:37:979	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:37:982	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:37:983	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:013	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,3.0,0.0
2025-02-16 15:21:38:025	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,244.0,0.03343810606567244,1.0,1031.0
2025-02-16 15:21:38:027	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:029	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:030	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:070	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,3.0,3.0
2025-02-16 15:21:38:081	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,218.0,0.03343810606567244,1.0,1064.0
2025-02-16 15:21:38:083	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:085	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:087	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:115	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,3.0,3.0,3.0
2025-02-16 15:21:38:130	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,109.0,0.03343810606567244,1.0,1071.0
2025-02-16 15:21:38:133	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:135	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:137	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:165	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,7.0,3.0
2025-02-16 15:21:38:180	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,91.0,0.03343810606567244,1.0,1075.0
2025-02-16 15:21:38:181	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:183	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:185	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:212	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,0.0,3.0,0.0
2025-02-16 15:21:38:223	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,105.0,0.03343810606567244,1.0,1078.0
2025-02-16 15:21:38:225	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:226	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:228	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:262	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,0.0,3.0,3.0
2025-02-16 15:21:38:273	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,102.0,0.03343810606567244,1.0,1082.0
2025-02-16 15:21:38:275	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:277	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:278	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:309	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,0.0,3.0,3.0
2025-02-16 15:21:38:320	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,94.0,0.03343810606567244,1.0,1086.0
2025-02-16 15:21:38:325	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:327	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:329	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:358	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,0.0,3.0,3.0
2025-02-16 15:21:38:369	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,116.0,0.03343810606567244,1.0,1086.0
2025-02-16 15:21:38:371	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:373	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:375	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:405	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,7.0,0.0
2025-02-16 15:21:38:417	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,112.0,0.03343810606567244,1.0,1097.0
2025-02-16 15:21:38:419	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:420	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:422	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:451	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,3.0,3.0
2025-02-16 15:21:38:464	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,120.0,0.03343810606567244,1.0,1199.0
2025-02-16 15:21:38:465	Fenix:endEffector	debug	-75.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:467	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:468	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:501	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,3.0,3.0,3.0
2025-02-16 15:21:38:512	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,109.0,0.03343810606567244,1.0,1217.0
2025-02-16 15:21:38:514	Fenix:endEffector	debug	-60.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:516	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:518	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:564	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,3.0,3.0
2025-02-16 15:21:38:576	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,109.0,0.03343810606567244,1.0,1224.0
2025-02-16 15:21:38:577	Fenix:endEffector	debug	-60.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:579	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:581	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:608	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,3.0,0.0
2025-02-16 15:21:38:620	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,32.0,0.03343810606567244,1.0,1232.0
2025-02-16 15:21:38:622	Fenix:endEffector	debug	-60.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:623	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:625	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:654	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,3.0,7.0,0.0
2025-02-16 15:21:38:667	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,14.0,0.03343810606567244,1.0,1239.0
2025-02-16 15:21:38:669	Fenix:endEffector	debug	-60.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:670	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:672	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:702	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,3.0,3.0
2025-02-16 15:21:38:719	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,25.0,0.03343810606567244,1.0,1242.0
2025-02-16 15:21:38:722	Fenix:endEffector	debug	-60.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:724	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:726	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:754	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,3.0,3.0,3.0
2025-02-16 15:21:38:766	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,18.0,0.03343810606567244,1.0,1246.0
2025-02-16 15:21:38:768	Fenix:endEffector	debug	-60.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:770	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:772	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:808	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,3.0,3.0
2025-02-16 15:21:38:820	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,36.0,0.03343810606567244,1.0,1250.0
2025-02-16 15:21:38:822	Fenix:endEffector	debug	-60.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:823	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:825	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:859	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,0.0,3.0,3.0
2025-02-16 15:21:38:872	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,40.0,0.03343810606567244,1.0,1250.0
2025-02-16 15:21:38:878	Fenix:endEffector	debug	-45.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:881	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:883	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:912	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,0.0,3.0,0.0
2025-02-16 15:21:38:926	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,32.0,0.03343810606567244,1.0,1250.0
2025-02-16 15:21:38:929	Fenix:endEffector	debug	-45.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:931	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:934	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:38:969	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,3.0,0.0
2025-02-16 15:21:38:982	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,40.0,0.03343810606567244,1.0,1250.0
2025-02-16 15:21:38:985	Fenix:endEffector	debug	-45.0,-3.0,0.3788888888888889
2025-02-16 15:21:38:987	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:38:989	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:020	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,3.0,3.0,0.0
2025-02-16 15:21:39:032	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,54.0,0.03343810606567244,1.0,1253.0
2025-02-16 15:21:39:034	Fenix:endEffector	debug	-45.0,-3.0,0.3788888888888889
2025-02-16 15:21:39:037	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:038	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:081	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,0.0,3.0,3.0
2025-02-16 15:21:39:092	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,54.0,0.03343810606567244,1.0,1253.0
2025-02-16 15:21:39:094	Fenix:endEffector	debug	-45.0,-3.0,0.3788888888888889
2025-02-16 15:21:39:096	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:098	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:126	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,0.0,3.0,0.0
2025-02-16 15:21:39:137	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,80.0,0.03343810606567244,1.0,1257.0
2025-02-16 15:21:39:139	Fenix:endEffector	debug	-45.0,-3.0,0.3788888888888889
2025-02-16 15:21:39:142	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:144	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:176	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,3.0,3.0
2025-02-16 15:21:39:190	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,105.0,0.03343810606567244,1.0,1257.0
2025-02-16 15:21:39:192	Fenix:endEffector	debug	-30.0,-3.0,0.3788888888888889
2025-02-16 15:21:39:194	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:196	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:229	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,3.0,3.0,0.0
2025-02-16 15:21:39:246	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,120.0,0.03343810606567244,1.0,1257.0
2025-02-16 15:21:39:248	Fenix:endEffector	debug	-30.0,-3.0,0.3788888888888889
2025-02-16 15:21:39:250	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:252	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:280	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,0.0,3.0,3.0
2025-02-16 15:21:39:291	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,98.0,0.03343810606567244,1.0,1352.0
2025-02-16 15:21:39:293	Fenix:endEffector	debug	-30.0,-3.0,0.3788888888888889
2025-02-16 15:21:39:295	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:297	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:336	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,3.0,0.0
2025-02-16 15:21:39:347	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,109.0,0.03343810606567244,1.0,1377.0
2025-02-16 15:21:39:349	Fenix:endEffector	debug	-30.0,-3.0,0.3788888888888889
2025-02-16 15:21:39:351	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:353	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:383	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,3.0,3.0,0.0
2025-02-16 15:21:39:394	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,120.0,0.03343810606567244,1.0,1388.0
2025-02-16 15:21:39:399	Fenix:endEffector	debug	-30.0,-3.0,0.3788888888888889
2025-02-16 15:21:39:400	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:403	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:430	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,3.0,3.0,0.0
2025-02-16 15:21:39:442	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,123.0,0.03343810606567244,1.0,1417.0
2025-02-16 15:21:39:444	Fenix:endEffector	debug	-15.0,-3.0,0.3788888888888889
2025-02-16 15:21:39:445	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:447	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:477	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,3.0,3.0,3.0
2025-02-16 15:21:39:489	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,112.0,0.03343810606567244,1.0,1421.0
2025-02-16 15:21:39:490	Fenix:endEffector	debug	-15.0,-3.0,0.3788888888888889
2025-02-16 15:21:39:492	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:493	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:519	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,3.0,0.0
2025-02-16 15:21:39:530	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,98.0,0.03343810606567244,1.0,1417.0
2025-02-16 15:21:39:532	Fenix:endEffector	debug	-15.0,-3.0,0.3788888888888889
2025-02-16 15:21:39:533	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:535	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:573	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,3.0,3.0,0.0
2025-02-16 15:21:39:584	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,123.0,0.03343810606567244,1.0,1425.0
2025-02-16 15:21:39:586	Fenix:endEffector	debug	-15.0,-3.0,0.3788888888888889
2025-02-16 15:21:39:588	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:589	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:619	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,3.0,3.0,0.0
2025-02-16 15:21:39:631	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,207.0,0.03343810606567244,1.0,1421.0
2025-02-16 15:21:39:633	Fenix:endEffector	debug	-15.0,-3.0,0.3788888888888889
2025-02-16 15:21:39:636	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:637	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:665	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,3.0,3.0,3.0
2025-02-16 15:21:39:677	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,225.0,0.03343810606567244,1.0,1421.0
2025-02-16 15:21:39:679	Fenix:endEffector	debug	-15.0,-3.0,0.3788888888888889
2025-02-16 15:21:39:682	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:684	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:718	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,3.0,3.0,3.0
2025-02-16 15:21:39:738	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,233.0,0.03343810606567244,1.0,1436.0
2025-02-16 15:21:39:741	Fenix:endEffector	debug	-15.0,-3.0,0.3788888888888889
2025-02-16 15:21:39:743	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:745	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:782	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,3.0,3.0,0.0
2025-02-16 15:21:39:798	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,251.0,0.03343810606567244,1.0,1439.0
2025-02-16 15:21:39:800	Fenix:endEffector	debug	-1.4210854715202004E-14,-3.0,0.3788888888888889
2025-02-16 15:21:39:802	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:804	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:843	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,7.0,0.0
2025-02-16 15:21:39:853	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,273.0,0.03343810606567244,1.0,1436.0
2025-02-16 15:21:39:855	Fenix:endEffector	debug	-1.4210854715202004E-14,-3.0,0.3788888888888889
2025-02-16 15:21:39:857	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:858	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:889	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,0.0,0.0,3.0,0.0
2025-02-16 15:21:39:901	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,328.0,0.03343810606567244,1.0,1436.0
2025-02-16 15:21:39:906	Fenix:endEffector	debug	-1.4210854715202004E-14,-3.0,0.3788888888888889
2025-02-16 15:21:39:908	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:910	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:941	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,3.0,0.0
2025-02-16 15:21:39:956	Fenix:arm	debug	11.980853250975294,13.00000238416429,1.0,331.0,0.03343810606567244,1.0,1432.0
2025-02-16 15:21:39:959	Fenix:endEffector	debug	-1.4210854715202004E-14,-3.0,0.3788888888888889
2025-02-16 15:21:39:962	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-02-16 15:21:39:965	Fenix:buttonPresses	debug	0.0
2025-02-16 15:21:39:996	Fenix:drivetrain	debug	0.0,-0.0,-0.0,-0.0,3.0,0.0,3.0,0.0
