2025-01-03 19:04:31:746	Fenix:updatePresets	debug	/sdcard/Download/TeleOpV5/PresetPositions.csv (No such file or directory)
2025-01-03 19:07:36:667	Fenix:drivetrain	debug	0.06502164384616861,0.05847378772401813,0.05847378772401813,0.06502164384616861,43.0,36.0,21.0,247.0
2025-01-03 19:07:36:681	Fenix:arm	debug	0.012288054616384917,14.986277034110401,1.0,3054.0,19.81833195706028,1.0,521.0
2025-01-03 19:07:36:683	Fenix:endEffector	debug	-150.0,-90.0,0.45
2025-01-03 19:07:36:685	Fenix:stateModels	debug	START, MOVING_ELBOW, START, START, START, START, START, START, START, START
2025-01-03 19:07:36:687	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:36:727	Fenix:drivetrain	debug	0.7139275326961274,1.0,1.0,0.7139275326961274,2369.0,2143.0,2558.0,2832.0
2025-01-03 19:07:36:743	Fenix:arm	debug	0.012288054616384917,14.522270545405776,1.0,2478.0,14.450867052023122,1.0,123.0
2025-01-03 19:07:36:745	Fenix:endEffector	debug	-150.0,-90.0,0.45
2025-01-03 19:07:36:747	Fenix:stateModels	debug	START, MOVING_ELBOW, START, START, START, START, START, START, START, START
2025-01-03 19:07:36:749	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:36:788	Fenix:drivetrain	debug	0.673280994708676,1.0,1.0,0.673280994708676,2019.0,3327.0,1953.0,3367.0
2025-01-03 19:07:36:807	Fenix:arm	debug	0.024576109232769833,14.267184521188447,1.0,3098.0,10.528488852188275,1.0,2540.0
2025-01-03 19:07:36:809	Fenix:endEffector	debug	-150.0,-90.0,0.45
2025-01-03 19:07:36:811	Fenix:stateModels	debug	START, MOVING_SLIDE, START, START, START, START, START, START, START, START
2025-01-03 19:07:36:813	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:36:855	Fenix:drivetrain	debug	0.2946748105143555,0.3145399281886304,0.3145399281886304,0.2946748105143555,765.0,1071.0,568.0,816.0
2025-01-03 19:07:36:871	Fenix:arm	debug	1.0076204785435632,14.250769964360307,1.0,1961.0,10.404624277456648,1.0,758.0
2025-01-03 19:07:36:873	Fenix:endEffector	debug	-150.0,-90.0,0.45
2025-01-03 19:07:36:875	Fenix:stateModels	debug	START, MOVING_SLIDE, START, START, START, START, START, START, START, START
2025-01-03 19:07:36:877	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:36:919	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,105.0,69.0,65.0,69.0
2025-01-03 19:07:36:934	Fenix:arm	debug	2.2610020494148246,14.246750970535068,1.0,787.0,10.32204789430223,1.0,543.0
2025-01-03 19:07:36:936	Fenix:endEffector	debug	-150.0,-90.0,0.45
2025-01-03 19:07:36:938	Fenix:stateModels	debug	START, MOVING_SLIDE, START, START, START, START, START, START, START, START
2025-01-03 19:07:36:940	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:36:980	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,3.0,3.0,3.0,7.0
2025-01-03 19:07:36:995	Fenix:arm	debug	3.514383620286086,14.24475414034508,1.0,663.0,10.280759702725021,1.0,349.0
2025-01-03 19:07:36:998	Fenix:endEffector	debug	-150.0,-90.0,0.45
2025-01-03 19:07:37:000	Fenix:stateModels	debug	START, MOVING_SLIDE, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:001	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:037	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0
2025-01-03 19:07:37:054	Fenix:arm	debug	4.694036863459038,14.24475414034508,1.0,834.0,10.280759702725021,1.0,98.0
2025-01-03 19:07:37:057	Fenix:endEffector	debug	-150.0,-90.0,0.45
2025-01-03 19:07:37:059	Fenix:stateModels	debug	START, MOVING_SLIDE, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:061	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:094	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2025-01-03 19:07:37:109	Fenix:arm	debug	5.910554270481145,14.24475414034508,1.0,1133.0,10.280759702725021,1.0,236.0
2025-01-03 19:07:37:113	Fenix:endEffector	debug	-150.0,-90.0,0.45
2025-01-03 19:07:37:116	Fenix:stateModels	debug	START, MOVING_SLIDE, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:119	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:161	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
2025-01-03 19:07:37:175	Fenix:arm	debug	7.39740887906372,14.24475414034508,1.0,1279.0,10.280759702725021,1.0,528.0
2025-01-03 19:07:37:177	Fenix:endEffector	debug	-150.0,-90.0,0.45
2025-01-03 19:07:37:179	Fenix:stateModels	debug	START, MOVING_SLIDE, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:181	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:214	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
2025-01-03 19:07:37:228	Fenix:arm	debug	8.638502395318596,14.24475414034508,1.0,1199.0,10.280759702725021,1.0,805.0
2025-01-03 19:07:37:231	Fenix:endEffector	debug	-150.0,-90.0,0.45
2025-01-03 19:07:37:234	Fenix:stateModels	debug	START, MOVING_SLIDE, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:237	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:273	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:07:37:286	Fenix:arm	debug	9.977900348504553,14.24475414034508,1.0,1199.0,10.280759702725021,1.0,1089.0
2025-01-03 19:07:37:288	Fenix:endEffector	debug	-150.0,-90.0,0.45
2025-01-03 19:07:37:292	Fenix:stateModels	debug	START, MOVING_SLIDE, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:293	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:323	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2025-01-03 19:07:37:340	Fenix:arm	debug	10.960944717815346,14.24475414034508,1.0,335.0,10.280759702725021,1.0,1512.0
2025-01-03 19:07:37:342	Fenix:endEffector	debug	-150.0,-90.0,0.45
2025-01-03 19:07:37:344	Fenix:stateModels	debug	START, MOVING_SLIDE, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:346	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:381	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
2025-01-03 19:07:37:396	Fenix:arm	debug	11.575347448634592,14.24475414034508,1.0,120.0,10.280759702725021,1.0,1880.0
2025-01-03 19:07:37:398	Fenix:endEffector	debug	0.0,0.0,0.45
2025-01-03 19:07:37:399	Fenix:stateModels	debug	START, MOVING_WRIST_DOWN, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:401	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:438	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0
2025-01-03 19:07:37:451	Fenix:arm	debug	11.710516049414826,14.24475414034508,1.0,1527.0,10.280759702725021,1.0,2289.0
2025-01-03 19:07:37:452	Fenix:endEffector	debug	0.0,0.0,0.45
2025-01-03 19:07:37:454	Fenix:stateModels	debug	START, MOVING_WRIST_DOWN, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:456	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:486	Fenix:drivetrain	debug	0.04435904627379401,0.045764263448492944,0.045764263448492944,0.04435904627379401,193.0,236.0,240.0,211.0
2025-01-03 19:07:37:500	Fenix:arm	debug	11.857972704811445,14.24475414034508,1.0,1614.0,10.280759702725021,1.0,2566.0
2025-01-03 19:07:37:501	Fenix:endEffector	debug	0.0,0.0,0.45
2025-01-03 19:07:37:503	Fenix:stateModels	debug	START, MOVING_WRIST_DOWN, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:505	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:540	Fenix:drivetrain	debug	0.2505749672316559,0.25833907725922184,0.25833907725922184,0.2505749672316559,1509.0,1268.0,1275.0,1283.0
2025-01-03 19:07:37:555	Fenix:arm	debug	12.017717414824448,14.24475414034508,1.0,1221.0,10.280759702725021,1.0,2792.0
2025-01-03 19:07:37:556	Fenix:endEffector	debug	0.0,0.0,0.45
2025-01-03 19:07:37:558	Fenix:stateModels	debug	START, MOVING_WRIST_DOWN, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:560	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:592	Fenix:drivetrain	debug	0.17626897648234732,0.1818786677006846,0.1818786677006846,0.17626897648234732,1523.0,1326.0,1410.0,1519.0
2025-01-03 19:07:37:605	Fenix:arm	debug	12.042293524057218,14.24475414034508,1.0,1450.0,10.280759702725021,1.0,3229.0
2025-01-03 19:07:37:607	Fenix:endEffector	debug	0.0,0.0,0.45
2025-01-03 19:07:37:609	Fenix:stateModels	debug	START, MOVING_WRIST_DOWN, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:611	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:642	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,477.0,426.0,499.0,528.0
2025-01-03 19:07:37:655	Fenix:arm	debug	12.066869633289988,14.246750970535068,1.0,1443.0,10.32204789430223,1.0,3637.0
2025-01-03 19:07:37:659	Fenix:endEffector	debug	0.0,0.0,0.45
2025-01-03 19:07:37:660	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:662	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:693	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,29.0,21.0,29.0,32.0
2025-01-03 19:07:37:706	Fenix:arm	debug	12.116021851755528,14.246750970535068,1.0,1246.0,10.32204789430223,1.0,3838.0
2025-01-03 19:07:37:708	Fenix:endEffector	debug	0.0,0.0,0.45
2025-01-03 19:07:37:710	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:712	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:740	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
2025-01-03 19:07:37:753	Fenix:arm	debug	12.140597960988298,14.246750970535068,1.0,1206.0,10.32204789430223,1.0,4137.0
2025-01-03 19:07:37:755	Fenix:endEffector	debug	0.0,0.0,0.45
2025-01-03 19:07:37:757	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:758	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:787	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,3.0,0.0,7.0,3.0
2025-01-03 19:07:37:800	Fenix:arm	debug	12.140597960988298,14.246750970535068,1.0,1232.0,10.32204789430223,1.0,4337.0
2025-01-03 19:07:37:802	Fenix:endEffector	debug	0.0,0.0,0.45
2025-01-03 19:07:37:804	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:806	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:832	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:07:37:851	Fenix:arm	debug	12.140597960988298,14.246750970535068,1.0,1115.0,10.32204789430223,1.0,4596.0
2025-01-03 19:07:37:853	Fenix:endEffector	debug	0.0,0.0,0.45
2025-01-03 19:07:37:854	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:856	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:887	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:07:37:905	Fenix:arm	debug	12.140597960988298,14.25279213884938,1.0,1100.0,10.487200660611066,1.0,4924.0
2025-01-03 19:07:37:907	Fenix:endEffector	debug	0.0,0.0,0.45
2025-01-03 19:07:37:909	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:912	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:940	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 19:07:37:954	Fenix:arm	debug	12.140597960988298,14.269274522687635,1.0,973.0,10.817506193228738,1.0,4691.0
2025-01-03 19:07:37:956	Fenix:endEffector	debug	0.0,0.0,0.45
2025-01-03 19:07:37:959	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:37:961	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:37:988	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:07:38:002	Fenix:arm	debug	12.140597960988298,14.271373027779518,1.0,841.0,10.817506193228738,1.0,4877.0
2025-01-03 19:07:38:004	Fenix:endEffector	debug	0.0,0.0,0.45
2025-01-03 19:07:38:006	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:008	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:035	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 19:07:38:047	Fenix:arm	debug	12.140597960988298,14.288467885466181,1.0,834.0,11.189099917423617,1.0,4570.0
2025-01-03 19:07:38:049	Fenix:endEffector	debug	0.0,0.0,0.45
2025-01-03 19:07:38:051	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:052	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:085	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
2025-01-03 19:07:38:102	Fenix:arm	debug	12.140597960988298,14.310606837689711,1.0,714.0,11.560693641618498,1.0,4206.0
2025-01-03 19:07:38:104	Fenix:endEffector	debug	50.0,30.0,0.45
2025-01-03 19:07:38:106	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:109	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:145	Fenix:drivetrain	debug	0.0,0.0,-0.0,-0.0,0.0,0.0,3.0,3.0
2025-01-03 19:07:38:158	Fenix:arm	debug	12.140597960988298,14.312868020072266,1.0,528.0,11.643270024772916,1.0,4548.0
2025-01-03 19:07:38:162	Fenix:endEffector	debug	50.0,30.0,0.45
2025-01-03 19:07:38:163	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:165	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:206	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:07:38:220	Fenix:arm	debug	12.140597960988298,14.317416257338127,1.0,513.0,11.684558216350124,1.0,4596.0
2025-01-03 19:07:38:223	Fenix:endEffector	debug	50.0,30.0,0.45
2025-01-03 19:07:38:225	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:228	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:260	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:07:38:273	Fenix:arm	debug	12.140597960988298,14.317416257338127,1.0,400.0,11.684558216350124,1.0,4731.0
2025-01-03 19:07:38:275	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:38:277	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:279	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:306	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:07:38:319	Fenix:arm	debug	12.140597960988298,14.317416257338127,1.0,371.0,11.684558216350124,1.0,4822.0
2025-01-03 19:07:38:321	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:38:322	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:324	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:349	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 19:07:38:365	Fenix:arm	debug	12.140597960988298,14.317416257338127,1.0,335.0,11.684558216350124,1.0,4855.0
2025-01-03 19:07:38:367	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:38:369	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:371	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:405	Fenix:drivetrain	debug	0.21057611172323293,0.214604969639471,0.214604969639471,0.21057611172323293,871.0,769.0,1002.0,998.0
2025-01-03 19:07:38:421	Fenix:arm	debug	12.128309906371912,14.317416257338127,1.0,244.0,11.684558216350124,1.0,4782.0
2025-01-03 19:07:38:423	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:38:425	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:426	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:459	Fenix:drivetrain	debug	0.6330748817565872,0.6464783318914762,0.6464783318914762,0.6330748817565872,3214.0,2803.0,2864.0,2839.0
2025-01-03 19:07:38:472	Fenix:arm	debug	12.116021851755528,14.317416257338127,1.0,236.0,11.684558216350124,1.0,4126.0
2025-01-03 19:07:38:474	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:38:476	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:478	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:513	Fenix:drivetrain	debug	0.3012030869786715,0.30824563345979417,0.30824563345979417,0.3012030869786715,2405.0,2336.0,2314.0,2638.0
2025-01-03 19:07:38:527	Fenix:arm	debug	12.066869633289988,14.317416257338127,1.0,342.0,11.684558216350124,1.0,4680.0
2025-01-03 19:07:38:529	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:38:531	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:532	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:563	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,732.0,718.0,739.0,743.0
2025-01-03 19:07:38:576	Fenix:arm	debug	12.066869633289988,14.338311460200709,1.0,400.0,12.138728323699423,1.0,4253.0
2025-01-03 19:07:38:578	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:38:580	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:582	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:612	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,47.0,47.0,47.0,47.0
2025-01-03 19:07:38:628	Fenix:arm	debug	12.066869633289988,14.374703688532389,1.0,266.0,12.716763005780347,1.0,3626.0
2025-01-03 19:07:38:630	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:38:632	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:633	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:661	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0
2025-01-03 19:07:38:675	Fenix:arm	debug	12.066869633289988,14.377199917324445,1.0,160.0,12.716763005780347,1.0,3141.0
2025-01-03 19:07:38:678	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:38:680	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:682	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:723	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
2025-01-03 19:07:38:744	Fenix:arm	debug	12.054581578673604,14.377199917324445,1.0,149.0,12.716763005780347,1.0,3521.0
2025-01-03 19:07:38:748	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:38:752	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:754	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:788	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0
2025-01-03 19:07:38:803	Fenix:arm	debug	12.054581578673604,14.377199917324445,1.0,145.0,12.716763005780347,1.0,3419.0
2025-01-03 19:07:38:805	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:38:807	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:810	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:840	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:07:38:856	Fenix:arm	debug	12.054581578673604,14.377199917324445,1.0,149.0,12.716763005780347,1.0,3313.0
2025-01-03 19:07:38:858	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:38:860	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:862	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:897	Fenix:drivetrain	debug	-0.31837115495946433,-0.3245927691704166,-0.3245927691704166,-0.31837115495946433,1191.0,1468.0,1501.0,1505.0
2025-01-03 19:07:38:915	Fenix:arm	debug	12.054581578673604,14.377199917324445,1.0,58.0,12.716763005780347,1.0,2952.0
2025-01-03 19:07:38:917	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:38:919	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:921	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:38:961	Fenix:drivetrain	debug	-0.45168622013271786,-0.4593276603322707,-0.4593276603322707,-0.45168622013271786,3018.0,2055.0,2675.0,2507.0
2025-01-03 19:07:38:977	Fenix:arm	debug	12.054581578673604,14.377199917324445,1.0,43.0,12.716763005780347,1.0,2686.0
2025-01-03 19:07:38:979	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:38:981	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:38:983	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:39:018	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,823.0,532.0,889.0,893.0
2025-01-03 19:07:39:031	Fenix:arm	debug	12.042293524057218,14.377199917324445,1.0,32.0,12.716763005780347,1.0,2821.0
2025-01-03 19:07:39:033	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:39:035	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:39:036	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:39:061	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,91.0,58.0,94.0,91.0
2025-01-03 19:07:39:074	Fenix:arm	debug	12.017717414824448,14.377199917324445,1.0,21.0,12.716763005780347,1.0,2737.0
2025-01-03 19:07:39:076	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:39:077	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:39:079	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:39:105	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,10.0,10.0,7.0,7.0
2025-01-03 19:07:39:118	Fenix:arm	debug	11.96856519635891,14.377199917324445,1.0,349.0,12.716763005780347,1.0,2638.0
2025-01-03 19:07:39:120	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:39:122	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:39:123	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:39:148	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,3.0,7.0,3.0,3.0
2025-01-03 19:07:39:162	Fenix:arm	debug	11.96856519635891,14.377199917324445,1.0,397.0,12.716763005780347,1.0,2496.0
2025-01-03 19:07:39:164	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:39:165	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:39:167	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:39:194	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0
2025-01-03 19:07:39:207	Fenix:arm	debug	11.96856519635891,14.377199917324445,1.0,309.0,12.716763005780347,1.0,2245.0
2025-01-03 19:07:39:211	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:39:213	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:39:215	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:39:246	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0
2025-01-03 19:07:39:259	Fenix:arm	debug	11.96856519635891,14.377199917324445,1.0,284.0,12.716763005780347,1.0,2168.0
2025-01-03 19:07:39:263	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:39:265	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:39:267	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:39:295	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 19:07:39:308	Fenix:arm	debug	11.96856519635891,14.377199917324445,1.0,284.0,12.716763005780347,1.0,2052.0
2025-01-03 19:07:39:309	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:39:311	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:39:312	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:39:340	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2025-01-03 19:07:39:353	Fenix:arm	debug	11.96856519635891,14.377199917324445,1.0,284.0,12.716763005780347,1.0,1822.0
2025-01-03 19:07:39:355	Fenix:endEffector	debug	99.99999999999997,60.0,0.45
2025-01-03 19:07:39:357	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:07:39:359	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:39:392	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2025-01-03 19:07:39:406	Fenix:arm	debug	11.96856519635891,14.377199917324445,1.0,284.0,12.63418662262593,1.0,2598.0
2025-01-03 19:07:39:408	Fenix:endEffector	debug	99.99999999999997,60.0,0.3
2025-01-03 19:07:39:410	Fenix:stateModels	debug	START, START, START, START, START, ELBOW_DOWN, START, START, START, START
2025-01-03 19:07:39:412	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:39:445	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:07:39:465	Fenix:arm	debug	11.96856519635891,14.215811201375898,1.0,408.0,9.124690338563171,1.0,903.0
2025-01-03 19:07:39:467	Fenix:endEffector	debug	99.99999999999997,60.0,0.3
2025-01-03 19:07:39:469	Fenix:stateModels	debug	START, START, START, START, START, ELBOW_DOWN, START, START, START, START
2025-01-03 19:07:39:471	Fenix:buttonPresses	debug	0.0
2025-01-03 19:07:39:508	Fenix:drivetrain	debug	0.0,0.0,-0.0,-0.0,3.0,0.0,3.0,0.0
